competencia,fecha,local,visitante
INF C 9ª,17,ATENEO ESTRADA/Deportivo Rauch Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 5ª,17,ATENEO ESTRADA/Deportivo Rauch Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 7ª,17,ATENEO ESTRADA/Deportivo Rauch Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 6ª,17,ATENEO ESTRADA/Deportivo Rauch Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 11ª,17,ATENEO ESTRADA/Deportivo Rauch Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 10ª,17,ATLETICO AYACUCHO Inferiores,BOTAFOGO F.C. Inferiores
INF C 9ª,17,ATLETICO AYACUCHO Inferiores,BOTAFOGO F.C. Inferiores
INF C 5ª,17,ATLETICO AYACUCHO Inferiores,BOTAFOGO F.C. Inferiores
INF C 7ª,17,ATLETICO AYACUCHO Inferiores,BOTAFOGO F.C. Inferiores
INF C 6ª,17,ATLETICO AYACUCHO Inferiores,BOTAFOGO F.C. Inferiores
INF C 11ª,17,ATLETICO AYACUCHO Inferiores,BOTAFOGO F.C. Inferiores
INF C 10ª,18,SAN LORENZO (RAUCH) Inferiores,BOTAFOGO F.C. Inferiores
INF C 9ª,18,SAN LORENZO (RAUCH) Inferiores,BOTAFOGO F.C. Inferiores
INF C 5ª,18,SAN LORENZO (RAUCH) Inferiores,BOTAFOGO F.C. Inferiores
INF C 7ª,18,SAN LORENZO (RAUCH) Inferiores,BOTAFOGO F.C. Inferiores
INF C 6ª,18,SAN LORENZO (RAUCH) Inferiores,BOTAFOGO F.C. Inferiores
INF C 11ª,18,SAN LORENZO (RAUCH) Inferiores,BOTAFOGO F.C. Inferiores
INF C 10ª,18,SARMIENTO (AYACUCHO) Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 5ª,18,SARMIENTO (AYACUCHO) Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 7ª,18,SARMIENTO (AYACUCHO) Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 6ª,18,SARMIENTO (AYACUCHO) Inferiores,ATENEO ESTRADA/Deportivo Rauch Inferiores
INF C 10ª,19,ATENEO ESTRADA/Deportivo Rauch Inferiores,BOTAFOGO F.C. Inferiores
INF C 9ª,19,ATENEO ESTRADA/Deportivo Rauch Inferiores,BOTAFOGO F.C. Inferiores
INF C 5ª,19,ATENEO ESTRADA/Deportivo Rauch Inferiores,BOTAFOGO F.C. Inferiores
INF C 7ª,19,ATENEO ESTRADA/Deportivo Rauch Inferiores,BOTAFOGO F.C. Inferiores
INF C 6ª,19,ATENEO ESTRADA/Deportivo Rauch Inferiores,BOTAFOGO F.C. Inferiores
INF C 11ª,19,ATENEO ESTRADA/Deportivo Rauch Inferiores,BOTAFOGO F.C. Inferiores
INF C 10ª,19,SARMIENTO (AYACUCHO) Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 8ª,19,SARMIENTO (AYACUCHO) Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 5ª,19,SARMIENTO (AYACUCHO) Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 7ª,19,SARMIENTO (AYACUCHO) Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 6ª,19,SARMIENTO (AYACUCHO) Inferiores,DEFENSORES DE AYACUCHO Inferiores
INF C 10ª,20,ATENEO ESTRADA/Deportivo Rauch Inferiores,ATLETICO AYACUCHO Inferiores
INF C 9ª,20,ATENEO ESTRADA/Deportivo Rauch Inferiores,ATLETICO AYACUCHO Inferiores
INF C 5ª,20,ATENEO ESTRADA/Deportivo Rauch Inferiores,ATLETICO AYACUCHO Inferiores
INF C 7ª,20,ATENEO ESTRADA/Deportivo Rauch Inferiores,ATLETICO AYACUCHO Inferiores
INF C 6ª,20,ATENEO ESTRADA/Deportivo Rauch Inferiores,ATLETICO AYACUCHO Inferiores
INF C 11ª,20,ATENEO ESTRADA/Deportivo Rauch Inferiores,ATLETICO AYACUCHO Inferiores
INF C 10ª,20,SARMIENTO (AYACUCHO) Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 8ª,20,SARMIENTO (AYACUCHO) Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 5ª,20,SARMIENTO (AYACUCHO) Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 7ª,20,SARMIENTO (AYACUCHO) Inferiores,SAN LORENZO (RAUCH) Inferiores
INF C 6ª,20,SARMIENTO (AYACUCHO) Inferiores,SAN LORENZO (RAUCH) Inferiores
FEMENINO FEM PRIMERA,1,ATLETICO AYACUCHO Femenino,Santamarina Femenino
FEMENINO FEM SUB-14,1,ATLETICO AYACUCHO Femenino,Santamarina Femenino
FEMENINO FEM SUB-16,1,ATLETICO AYACUCHO Femenino,Santamarina Femenino
FEMENINO FEM SUB-12,1,El Potrero,Juventud Unida Fem (Negro)
FEMENINO FEM SUB-14,1,El Potrero,Juventud Unida Fem (Negro)
FEMENINO FEM PRIMERA,1,Ferrocarril Sud Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-12,1,Ferrocarril Sud Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-14,1,Ferrocarril Sud Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-16,1,Ferrocarril Sud Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM PRIMERA,1,Juarense Femenino,Loma Negra Femenino
FEMENINO FEM PRIMERA,1,Juventud Unida Fem (Blanco),Independiente Femenino
FEMENINO FEM SUB-12,1,Juventud Unida Fem (Blanco),Independiente Femenino
FEMENINO FEM SUB-14,1,Juventud Unida Fem (Blanco),Independiente Femenino
FEMENINO FEM SUB-16,1,Juventud Unida Fem (Blanco),Independiente Femenino
FEMENINO FEM SUB-16,2,ATLETICO AYACUCHO Femenino,SAN LORENZO (RAUCH) Femenino
FEMENINO FEM PRIMERA,2,Independiente Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-12,2,Independiente Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-14,2,Independiente Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-16,2,Independiente Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-12,2,Juventud Unida Fem (Negro),Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-14,2,Juventud Unida Fem (Negro),Gimnasia y Esgrima Femenino
FEMENINO FEM PRIMERA,2,Loma Negra Femenino,Excursionistas Femenino
FEMENINO FEM PRIMERA,2,San José Femenino,Juarense Femenino
FEMENINO FEM SUB-12,2,San José Femenino,Juarense Femenino
FEMENINO FEM SUB-14,2,San José Femenino,Juarense Femenino
FEMENINO FEM SUB-16,2,San José Femenino,Juarense Femenino
FEMENINO FEM PRIMERA,2,Santamarina Femenino,El Potrero
FEMENINO FEM SUB-12,2,Santamarina Femenino,El Potrero
FEMENINO FEM SUB-14,2,Santamarina Femenino,El Potrero
FEMENINO FEM SUB-16,2,Santamarina Femenino,El Potrero
FEMENINO FEM PRIMERA,3,ATLETICO AYACUCHO Femenino,Loma Negra Femenino
FEMENINO FEM PRIMERA,3,El Potrero,Independiente Femenino
FEMENINO FEM SUB-12,3,El Potrero,Independiente Femenino
FEMENINO FEM SUB-14,3,El Potrero,Independiente Femenino
FEMENINO FEM SUB-16,3,El Potrero,Independiente Femenino
FEMENINO FEM PRIMERA,3,Gimnasia y Esgrima Femenino,Excursionistas Femenino
FEMENINO FEM SUB-12,3,Gimnasia y Esgrima Femenino,Excursionistas Femenino
FEMENINO FEM SUB-14,3,Gimnasia y Esgrima Femenino,Excursionistas Femenino
FEMENINO FEM PRIMERA,3,Juventud Unida Fem (Blanco),Juarense Femenino
FEMENINO FEM SUB-12,3,Juventud Unida Fem (Blanco),Juarense Femenino
FEMENINO FEM SUB-14,3,Juventud Unida Fem (Blanco),Juarense Femenino
FEMENINO FEM SUB-16,3,Juventud Unida Fem (Blanco),Juarense Femenino
FEMENINO FEM SUB-16,3,SAN LORENZO (RAUCH) Femenino,Ferrocarril Sud Femenino
FEMENINO FEM PRIMERA,3,Santamarina Femenino,San José Femenino
FEMENINO FEM SUB-12,3,Santamarina Femenino,San José Femenino
FEMENINO FEM SUB-14,3,Santamarina Femenino,San José Femenino
FEMENINO FEM SUB-16,3,Santamarina Femenino,San José Femenino
FEMENINO FEM PRIMERA,4,Excursionistas Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-12,4,Excursionistas Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-14,4,Excursionistas Femenino,Ferrocarril Sud Femenino
FEMENINO FEM PRIMERA,4,Juarense Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-12,4,Juarense Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-14,4,Juarense Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-16,4,Juarense Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM PRIMERA,4,Juventud Unida Fem (Blanco),El Potrero
FEMENINO FEM SUB-12,4,Juventud Unida Fem (Blanco),El Potrero
FEMENINO FEM SUB-14,4,Juventud Unida Fem (Blanco),El Potrero
FEMENINO FEM SUB-16,4,Juventud Unida Fem (Blanco),El Potrero
FEMENINO FEM PRIMERA,4,Loma Negra Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM PRIMERA,4,San José Femenino,Santamarina Femenino
FEMENINO FEM SUB-12,4,San José Femenino,Santamarina Femenino
FEMENINO FEM SUB-14,4,San José Femenino,Santamarina Femenino
FEMENINO FEM SUB-16,4,San José Femenino,Santamarina Femenino
FEMENINO FEM PRIMERA,5,ATLETICO AYACUCHO Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-14,5,ATLETICO AYACUCHO Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-16,5,ATLETICO AYACUCHO Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM PRIMERA,5,Ferrocarril Sud Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-12,5,Ferrocarril Sud Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-14,5,Ferrocarril Sud Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-16,5,Ferrocarril Sud Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM PRIMERA,5,Independiente Femenino,Loma Negra Femenino
FEMENINO FEM PRIMERA,5,Juarense Femenino,El Potrero
FEMENINO FEM SUB-12,5,Juarense Femenino,El Potrero
FEMENINO FEM SUB-14,5,Juarense Femenino,El Potrero
FEMENINO FEM SUB-16,5,Juarense Femenino,El Potrero
FEMENINO FEM PRIMERA,5,San José Femenino,Excursionistas Femenino
FEMENINO FEM SUB-12,5,San José Femenino,Excursionistas Femenino
FEMENINO FEM SUB-14,5,San José Femenino,Excursionistas Femenino
FEMENINO FEM SUB-12,5,Santamarina Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM SUB-14,5,Santamarina Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM PRIMERA,6,Excursionistas Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-12,6,Excursionistas Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-14,6,Excursionistas Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-12,6,Juventud Unida Fem (Negro),Ferrocarril Sud Femenino
FEMENINO FEM SUB-14,6,Juventud Unida Fem (Negro),Ferrocarril Sud Femenino
FEMENINO FEM PRIMERA,6,Loma Negra Femenino,Juarense Femenino
FEMENINO FEM SUB-16,6,SAN LORENZO (RAUCH) Femenino,Independiente Femenino
FEMENINO FEM PRIMERA,6,San José Femenino,El Potrero
FEMENINO FEM SUB-12,6,San José Femenino,El Potrero
FEMENINO FEM SUB-14,6,San José Femenino,El Potrero
FEMENINO FEM SUB-16,6,San José Femenino,El Potrero
FEMENINO FEM PRIMERA,6,Santamarina Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-14,6,Santamarina Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-16,6,Santamarina Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM PRIMERA,7,Ferrocarril Sud Femenino,Excursionistas Femenino
FEMENINO FEM SUB-12,7,Ferrocarril Sud Femenino,Excursionistas Femenino
FEMENINO FEM SUB-14,7,Ferrocarril Sud Femenino,Excursionistas Femenino
FEMENINO FEM PRIMERA,7,Gimnasia y Esgrima Femenino,Santamarina Femenino
FEMENINO FEM SUB-12,7,Gimnasia y Esgrima Femenino,Santamarina Femenino
FEMENINO FEM SUB-14,7,Gimnasia y Esgrima Femenino,Santamarina Femenino
FEMENINO FEM SUB-16,7,Gimnasia y Esgrima Femenino,Santamarina Femenino
FEMENINO FEM SUB-12,7,Independiente Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM SUB-14,7,Independiente Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM PRIMERA,7,Juarense Femenino,San José Femenino
FEMENINO FEM SUB-12,7,Juarense Femenino,San José Femenino
FEMENINO FEM SUB-14,7,Juarense Femenino,San José Femenino
FEMENINO FEM SUB-16,7,Juarense Femenino,San José Femenino
FEMENINO FEM SUB-16,7,Juventud Unida Fem (Blanco),SAN LORENZO (RAUCH) Femenino
FEMENINO FEM PRIMERA,7,Loma Negra Femenino,El Potrero
FEMENINO FEM PRIMERA,8,Excursionistas Femenino,Juarense Femenino
FEMENINO FEM SUB-12,8,Excursionistas Femenino,Juarense Femenino
FEMENINO FEM SUB-14,8,Excursionistas Femenino,Juarense Femenino
FEMENINO FEM PRIMERA,8,Ferrocarril Sud Femenino,Santamarina Femenino
FEMENINO FEM SUB-12,8,Ferrocarril Sud Femenino,Santamarina Femenino
FEMENINO FEM SUB-14,8,Ferrocarril Sud Femenino,Santamarina Femenino
FEMENINO FEM SUB-16,8,Ferrocarril Sud Femenino,Santamarina Femenino
FEMENINO FEM PRIMERA,8,Gimnasia y Esgrima Femenino,San José Femenino
FEMENINO FEM SUB-12,8,Gimnasia y Esgrima Femenino,San José Femenino
FEMENINO FEM SUB-14,8,Gimnasia y Esgrima Femenino,San José Femenino
FEMENINO FEM SUB-16,8,Gimnasia y Esgrima Femenino,San José Femenino
FEMENINO FEM PRIMERA,8,Independiente Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-14,8,Independiente Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-16,8,Independiente Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-12,8,Juventud Unida Fem (Negro),Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-14,8,Juventud Unida Fem (Negro),Juventud Unida Fem (Blanco)
FEMENINO FEM PRIMERA,9,El Potrero,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-14,9,El Potrero,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-16,9,El Potrero,ATLETICO AYACUCHO Femenino
FEMENINO FEM PRIMERA,9,Gimnasia y Esgrima Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-12,9,Gimnasia y Esgrima Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-14,9,Gimnasia y Esgrima Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-16,9,Gimnasia y Esgrima Femenino,Ferrocarril Sud Femenino
FEMENINO FEM PRIMERA,9,Independiente Femenino,Excursionistas Femenino
FEMENINO FEM SUB-12,9,Independiente Femenino,Excursionistas Femenino
FEMENINO FEM SUB-14,9,Independiente Femenino,Excursionistas Femenino
FEMENINO FEM SUB-16,9,Juarense Femenino,SAN LORENZO (RAUCH) Femenino
FEMENINO FEM SUB-12,9,San José Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM SUB-14,9,San José Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM PRIMERA,9,Santamarina Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-12,9,Santamarina Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-14,9,Santamarina Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-16,9,Santamarina Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM PRIMERA,10,El Potrero,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-12,10,El Potrero,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-14,10,El Potrero,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-16,10,El Potrero,Gimnasia y Esgrima Femenino
FEMENINO FEM PRIMERA,10,Excursionistas Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-14,10,Excursionistas Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-12,10,Juarense Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM SUB-14,10,Juarense Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM PRIMERA,10,Loma Negra Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM PRIMERA,10,San José Femenino,Independiente Femenino
FEMENINO FEM SUB-12,10,San José Femenino,Independiente Femenino
FEMENINO FEM SUB-14,10,San José Femenino,Independiente Femenino
FEMENINO FEM SUB-16,10,San José Femenino,Independiente Femenino
FEMENINO FEM PRIMERA,10,Santamarina Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-12,10,Santamarina Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-14,10,Santamarina Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-16,10,Santamarina Femenino,Ferrocarril Sud Femenino
FEMENINO FEM PRIMERA,11,Ferrocarril Sud Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-14,11,Ferrocarril Sud Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-16,11,Ferrocarril Sud Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-12,11,Gimnasia y Esgrima Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM SUB-14,11,Gimnasia y Esgrima Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM PRIMERA,11,Independiente Femenino,El Potrero
FEMENINO FEM SUB-12,11,Independiente Femenino,El Potrero
FEMENINO FEM SUB-14,11,Independiente Femenino,El Potrero
FEMENINO FEM SUB-16,11,Independiente Femenino,El Potrero
FEMENINO FEM PRIMERA,11,Juarense Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-12,11,Juarense Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-14,11,Juarense Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-16,11,Juarense Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM PRIMERA,11,San José Femenino,Loma Negra Femenino
FEMENINO FEM SUB-16,11,Santamarina Femenino,SAN LORENZO (RAUCH) Femenino
FEMENINO FEM PRIMERA,12,Excursionistas Femenino,El Potrero
FEMENINO FEM SUB-12,12,Excursionistas Femenino,El Potrero
FEMENINO FEM SUB-14,12,Excursionistas Femenino,El Potrero
FEMENINO FEM SUB-12,12,Ferrocarril Sud Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM SUB-14,12,Ferrocarril Sud Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM PRIMERA,12,Gimnasia y Esgrima Femenino,Independiente Femenino
FEMENINO FEM SUB-12,12,Gimnasia y Esgrima Femenino,Independiente Femenino
FEMENINO FEM SUB-14,12,Gimnasia y Esgrima Femenino,Independiente Femenino
FEMENINO FEM SUB-16,12,Gimnasia y Esgrima Femenino,Independiente Femenino
FEMENINO FEM PRIMERA,12,Juarense Femenino,Santamarina Femenino
FEMENINO FEM SUB-12,12,Juarense Femenino,Santamarina Femenino
FEMENINO FEM SUB-14,12,Juarense Femenino,Santamarina Femenino
FEMENINO FEM SUB-16,12,Juarense Femenino,Santamarina Femenino
FEMENINO FEM PRIMERA,12,Juventud Unida Fem (Blanco),San José Femenino
FEMENINO FEM SUB-12,12,Juventud Unida Fem (Blanco),San José Femenino
FEMENINO FEM SUB-14,12,Juventud Unida Fem (Blanco),San José Femenino
FEMENINO FEM SUB-16,12,Juventud Unida Fem (Blanco),San José Femenino
FEMENINO FEM SUB-16,12,SAN LORENZO (RAUCH) Femenino,ATLETICO AYACUCHO Femenino
FEMENINO FEM PRIMERA,13,ATLETICO AYACUCHO Femenino,Independiente Femenino
FEMENINO FEM SUB-14,13,ATLETICO AYACUCHO Femenino,Independiente Femenino
FEMENINO FEM SUB-16,13,ATLETICO AYACUCHO Femenino,Independiente Femenino
FEMENINO FEM PRIMERA,13,El Potrero,Loma Negra Femenino
FEMENINO FEM SUB-12,13,Excursionistas Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM SUB-14,13,Excursionistas Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM PRIMERA,13,Ferrocarril Sud Femenino,San José Femenino
FEMENINO FEM SUB-12,13,Ferrocarril Sud Femenino,San José Femenino
FEMENINO FEM SUB-14,13,Ferrocarril Sud Femenino,San José Femenino
FEMENINO FEM SUB-16,13,Ferrocarril Sud Femenino,San José Femenino
FEMENINO FEM PRIMERA,13,Gimnasia y Esgrima Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-12,13,Gimnasia y Esgrima Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-14,13,Gimnasia y Esgrima Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-16,13,Gimnasia y Esgrima Femenino,Juventud Unida Fem (Blanco)
FEMENINO FEM SUB-16,13,SAN LORENZO (RAUCH) Femenino,Juarense Femenino
FEMENINO FEM PRIMERA,14,El Potrero,Juarense Femenino
FEMENINO FEM SUB-12,14,El Potrero,Juarense Femenino
FEMENINO FEM SUB-14,14,El Potrero,Juarense Femenino
FEMENINO FEM SUB-16,14,El Potrero,Juarense Femenino
FEMENINO FEM PRIMERA,14,Excursionistas Femenino,Independiente Femenino
FEMENINO FEM SUB-12,14,Excursionistas Femenino,Independiente Femenino
FEMENINO FEM SUB-14,14,Excursionistas Femenino,Independiente Femenino
FEMENINO FEM SUB-14,14,Juventud Unida Fem (Negro),ATLETICO AYACUCHO Femenino
FEMENINO FEM PRIMERA,14,Loma Negra Femenino,Ferrocarril Sud Femenino
FEMENINO FEM SUB-16,14,SAN LORENZO (RAUCH) Femenino,San José Femenino
FEMENINO FEM PRIMERA,14,Santamarina Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-12,14,Santamarina Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-14,14,Santamarina Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-16,14,Santamarina Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-14,15,ATLETICO AYACUCHO Femenino,Juventud Unida Fem (Negro)
FEMENINO FEM PRIMERA,15,El Potrero,Excursionistas Femenino
FEMENINO FEM SUB-12,15,El Potrero,Excursionistas Femenino
FEMENINO FEM SUB-14,15,El Potrero,Excursionistas Femenino
FEMENINO FEM PRIMERA,15,Juventud Unida Fem (Blanco),Ferrocarril Sud Femenino
FEMENINO FEM SUB-12,15,Juventud Unida Fem (Blanco),Ferrocarril Sud Femenino
FEMENINO FEM SUB-14,15,Juventud Unida Fem (Blanco),Ferrocarril Sud Femenino
FEMENINO FEM SUB-16,15,Juventud Unida Fem (Blanco),Ferrocarril Sud Femenino
FEMENINO FEM PRIMERA,15,Loma Negra Femenino,Independiente Femenino
FEMENINO FEM SUB-16,15,SAN LORENZO (RAUCH) Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM PRIMERA,15,Santamarina Femenino,Juarense Femenino
FEMENINO FEM SUB-12,15,Santamarina Femenino,Juarense Femenino
FEMENINO FEM SUB-14,15,Santamarina Femenino,Juarense Femenino
FEMENINO FEM SUB-16,15,Santamarina Femenino,Juarense Femenino
FEMENINO FEM PRIMERA,16,ATLETICO AYACUCHO Femenino,Excursionistas Femenino
FEMENINO FEM SUB-14,16,ATLETICO AYACUCHO Femenino,Excursionistas Femenino
FEMENINO FEM PRIMERA,16,Ferrocarril Sud Femenino,Independiente Femenino
FEMENINO FEM SUB-12,16,Ferrocarril Sud Femenino,Independiente Femenino
FEMENINO FEM SUB-14,16,Ferrocarril Sud Femenino,Independiente Femenino
FEMENINO FEM SUB-16,16,Ferrocarril Sud Femenino,Independiente Femenino
FEMENINO FEM PRIMERA,16,Juventud Unida Fem (Blanco),Loma Negra Femenino
FEMENINO FEM SUB-12,16,Juventud Unida Fem (Negro),Santamarina Femenino
FEMENINO FEM SUB-14,16,Juventud Unida Fem (Negro),Santamarina Femenino
FEMENINO FEM SUB-16,16,SAN LORENZO (RAUCH) Femenino,El Potrero
FEMENINO FEM PRIMERA,16,San José Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-12,16,San José Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-14,16,San José Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-16,16,San José Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM PRIMERA,17,El Potrero,San José Femenino
FEMENINO FEM SUB-12,17,El Potrero,San José Femenino
FEMENINO FEM SUB-14,17,El Potrero,San José Femenino
FEMENINO FEM SUB-16,17,El Potrero,San José Femenino
FEMENINO FEM PRIMERA,17,Juarense Femenino,Excursionistas Femenino
FEMENINO FEM SUB-12,17,Juarense Femenino,Excursionistas Femenino
FEMENINO FEM SUB-14,17,Juarense Femenino,Excursionistas Femenino
FEMENINO FEM PRIMERA,17,Juventud Unida Fem (Blanco),ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-14,17,Juventud Unida Fem (Blanco),ATLETICO AYACUCHO Femenino
FEMENINO FEM SUB-16,17,Juventud Unida Fem (Blanco),ATLETICO AYACUCHO Femenino
FEMENINO FEM PRIMERA,17,Loma Negra Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM PRIMERA,17,Santamarina Femenino,Independiente Femenino
FEMENINO FEM SUB-12,17,Santamarina Femenino,Independiente Femenino
FEMENINO FEM SUB-14,17,Santamarina Femenino,Independiente Femenino
FEMENINO FEM SUB-16,17,Santamarina Femenino,Independiente Femenino
FEMENINO FEM PRIMERA,18,ATLETICO AYACUCHO Femenino,Juarense Femenino
FEMENINO FEM SUB-14,18,ATLETICO AYACUCHO Femenino,Juarense Femenino
FEMENINO FEM SUB-16,18,ATLETICO AYACUCHO Femenino,Juarense Femenino
FEMENINO FEM PRIMERA,18,Excursionistas Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-12,18,Excursionistas Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM SUB-14,18,Excursionistas Femenino,Gimnasia y Esgrima Femenino
FEMENINO FEM PRIMERA,18,Ferrocarril Sud Femenino,Loma Negra Femenino
FEMENINO FEM PRIMERA,18,Independiente Femenino,San José Femenino
FEMENINO FEM SUB-12,18,Independiente Femenino,San José Femenino
FEMENINO FEM SUB-14,18,Independiente Femenino,San José Femenino
FEMENINO FEM SUB-16,18,Independiente Femenino,San José Femenino
FEMENINO FEM SUB-12,18,Juventud Unida Fem (Blanco),Juventud Unida Fem (Negro)
FEMENINO FEM SUB-14,18,Juventud Unida Fem (Blanco),Juventud Unida Fem (Negro)
FEMENINO FEM SUB-16,18,SAN LORENZO (RAUCH) Femenino,Santamarina Femenino
FEMENINO FEM SUB-16,19,Ferrocarril Sud Femenino,SAN LORENZO (RAUCH) Femenino
FEMENINO FEM PRIMERA,19,Gimnasia y Esgrima Femenino,Loma Negra Femenino
FEMENINO FEM PRIMERA,19,Juarense Femenino,Independiente Femenino
FEMENINO FEM SUB-12,19,Juarense Femenino,Independiente Femenino
